name,url,error_orig,type_error_orig,error_app,type_error_app,pdfs,pdf_avec_criteres
Faire des études spécifiques sur les systèmes d'autosurveillance pour réduire les pollutions par temps de pluie,/aides/e6d1-etudes-specifiques-reduction-des-pollutions-p/,True,,True,,"['http://www.eau-seine-normandie.fr/sites/public_file/inline-files/NOTE%20PLAN%20DE%20RELANCE%20CA17nov-CB30nov2020_0.pdf', 'http://www.eau-seine-normandie.fr/sites/public_file/inline-files/Listing%20_pieces_justificatives_21122021.pdf', 'http://www.eau-seine-normandie.fr/sites/public_file/inline-files/Fiche_pratique_V4_2021.pdf', 'http://www.eau-seine-normandie.fr/sites/public_file/inline-files/OAM002.pdf', 'http://www.eau-seine-normandie.fr/sites/public_file/inline-files/OAM002-2021.pdf', 'http://www.eau-seine-normandie.fr/sites/public_file/inline-files/11eme_Annexe_formulaire_INTERNATIONAL_0.pdf', 'http://www.eau-seine-normandie.fr/sites/public_file/inline-files/Guide_Utilisation_Demande_ETP_ANIMATION.pdf', 'http://www.eau-seine-normandie.fr/sites/public_file/inline-files/Titre_I.pdf']",True
Mettre en place des systèmes d'autosurveillance pour réduire les rejets polluants par temps de pluie en zone urbaine,/aides/247b-autosurveillance/,True,,True,,"['http://www.eau-seine-normandie.fr/sites/public_file/inline-files/NOTE%20PLAN%20DE%20RELANCE%20CA17nov-CB30nov2020_0.pdf', 'http://www.eau-seine-normandie.fr/sites/public_file/inline-files/Listing%20_pieces_justificatives_21122021.pdf', 'http://www.eau-seine-normandie.fr/sites/public_file/inline-files/Fiche_pratique_V4_2021.pdf', 'http://www.eau-seine-normandie.fr/sites/public_file/inline-files/OAM002.pdf', 'http://www.eau-seine-normandie.fr/sites/public_file/inline-files/OAM002-2021.pdf', 'http://www.eau-seine-normandie.fr/sites/public_file/inline-files/11eme_Annexe_formulaire_INTERNATIONAL_0.pdf', 'http://www.eau-seine-normandie.fr/sites/public_file/inline-files/Guide_Utilisation_Demande_ETP_ANIMATION.pdf', 'http://www.eau-seine-normandie.fr/sites/public_file/inline-files/Titre_I.pdf']",True
Réduire à la source les écoulements de temps de pluie en zones urbaines – Collectivités,/aides/609e-reduction-a-la-source-des-ecoulements-de-temp/,True,,True,,"['http://www.eau-seine-normandie.fr/sites/public_file/inline-files/NOTE%20PLAN%20DE%20RELANCE%20CA17nov-CB30nov2020_0.pdf', 'http://www.eau-seine-normandie.fr/sites/public_file/inline-files/Listing%20_pieces_justificatives_21122021.pdf', 'http://www.eau-seine-normandie.fr/sites/public_file/inline-files/Fiche_pratique_V4_2021.pdf', 'http://www.eau-seine-normandie.fr/sites/public_file/inline-files/OAM002.pdf', 'http://www.eau-seine-normandie.fr/sites/public_file/inline-files/OAM002-2021.pdf', 'http://www.eau-seine-normandie.fr/sites/public_file/inline-files/11eme_Annexe_formulaire_INTERNATIONAL_0.pdf', 'http://www.eau-seine-normandie.fr/sites/public_file/inline-files/Guide_Utilisation_Demande_ETP_ANIMATION.pdf', 'http://www.eau-seine-normandie.fr/sites/public_file/inline-files/Titre_I.pdf']",True
Dépolluer les rejets urbains par temps de pluie - Collectivités,/aides/6fde-depollution-des-rejets-urbains-par-temps-de-p/,True,,True,,"['http://www.eau-seine-normandie.fr/sites/public_file/inline-files/NOTE%20PLAN%20DE%20RELANCE%20CA17nov-CB30nov2020_0.pdf', 'http://www.eau-seine-normandie.fr/sites/public_file/inline-files/Listing%20_pieces_justificatives_21122021.pdf', 'http://www.eau-seine-normandie.fr/sites/public_file/inline-files/Fiche_pratique_V4_2021.pdf', 'http://www.eau-seine-normandie.fr/sites/public_file/inline-files/OAM002.pdf', 'http://www.eau-seine-normandie.fr/sites/public_file/inline-files/OAM002-2021.pdf', 'http://www.eau-seine-normandie.fr/sites/public_file/inline-files/11eme_Annexe_formulaire_INTERNATIONAL_0.pdf', 'http://www.eau-seine-normandie.fr/sites/public_file/inline-files/Guide_Utilisation_Demande_ETP_ANIMATION.pdf', 'http://www.eau-seine-normandie.fr/sites/public_file/inline-files/Titre_I.pdf']",True
Mettre en place des animations pour réduire les rejets polluants par temps de pluie en zone urbaine,/aides/1004-animation/,True,,True,,"['http://www.eau-seine-normandie.fr/sites/public_file/inline-files/NOTE%20PLAN%20DE%20RELANCE%20CA17nov-CB30nov2020_0.pdf', 'http://www.eau-seine-normandie.fr/sites/public_file/inline-files/Listing%20_pieces_justificatives_21122021.pdf', 'http://www.eau-seine-normandie.fr/sites/public_file/inline-files/Fiche_pratique_V4_2021.pdf', 'http://www.eau-seine-normandie.fr/sites/public_file/inline-files/OAM002.pdf', 'http://www.eau-seine-normandie.fr/sites/public_file/inline-files/OAM002-2021.pdf', 'http://www.eau-seine-normandie.fr/sites/public_file/inline-files/11eme_Annexe_formulaire_INTERNATIONAL_0.pdf', 'http://www.eau-seine-normandie.fr/sites/public_file/inline-files/Guide_Utilisation_Demande_ETP_ANIMATION.pdf', 'http://www.eau-seine-normandie.fr/sites/public_file/inline-files/Titre_I.pdf']",True
Réaliser des études autour de l'assainissement non collectif,/aides/1064-assainissement-non-collectif-etudes/,True,,True,,"['http://www.eau-seine-normandie.fr/sites/public_file/inline-files/NOTE%20PLAN%20DE%20RELANCE%20CA17nov-CB30nov2020_0.pdf', 'http://www.eau-seine-normandie.fr/sites/public_file/inline-files/Listing%20_pieces_justificatives_21122021.pdf', 'http://www.eau-seine-normandie.fr/sites/public_file/inline-files/Fiche_pratique_V4_2021.pdf', 'http://www.eau-seine-normandie.fr/sites/public_file/inline-files/OAM002.pdf', 'http://www.eau-seine-normandie.fr/sites/public_file/inline-files/OAM002-2021.pdf', 'http://www.eau-seine-normandie.fr/sites/public_file/inline-files/11eme_Annexe_formulaire_INTERNATIONAL_0.pdf', 'http://www.eau-seine-normandie.fr/sites/public_file/inline-files/Guide_Utilisation_Demande_ETP_ANIMATION.pdf', 'http://www.eau-seine-normandie.fr/sites/public_file/inline-files/Titre_I.pdf']",True
Réaliser des travaux d'assainissement non collectif,/aides/9ee7-assainissement-non-collectif-travaux/,True,,True,,"['http://www.eau-seine-normandie.fr/sites/public_file/inline-files/NOTE%20PLAN%20DE%20RELANCE%20CA17nov-CB30nov2020_0.pdf', 'http://www.eau-seine-normandie.fr/sites/public_file/inline-files/Listing%20_pieces_justificatives_21122021.pdf', 'http://www.eau-seine-normandie.fr/sites/public_file/inline-files/Fiche_pratique_V4_2021.pdf', 'http://www.eau-seine-normandie.fr/sites/public_file/inline-files/OAM002.pdf', 'http://www.eau-seine-normandie.fr/sites/public_file/inline-files/OAM002-2021.pdf', 'http://www.eau-seine-normandie.fr/sites/public_file/inline-files/11eme_Annexe_formulaire_INTERNATIONAL_0.pdf', 'http://www.eau-seine-normandie.fr/sites/public_file/inline-files/Guide_Utilisation_Demande_ETP_ANIMATION.pdf', 'http://www.eau-seine-normandie.fr/sites/public_file/inline-files/Titre_I.pdf']",True
Animer les opérations d'assainissement non collectif,/aides/d1ab-assainissement-non-collectif-animation/,True,,True,,"['http://www.eau-seine-normandie.fr/sites/public_file/inline-files/NOTE%20PLAN%20DE%20RELANCE%20CA17nov-CB30nov2020_0.pdf', 'http://www.eau-seine-normandie.fr/sites/public_file/inline-files/Listing%20_pieces_justificatives_21122021.pdf', 'http://www.eau-seine-normandie.fr/sites/public_file/inline-files/Fiche_pratique_V4_2021.pdf', 'http://www.eau-seine-normandie.fr/sites/public_file/inline-files/OAM002.pdf', 'http://www.eau-seine-normandie.fr/sites/public_file/inline-files/OAM002-2021.pdf', 'http://www.eau-seine-normandie.fr/sites/public_file/inline-files/11eme_Annexe_formulaire_INTERNATIONAL_0.pdf', 'http://www.eau-seine-normandie.fr/sites/public_file/inline-files/Guide_Utilisation_Demande_ETP_ANIMATION.pdf', 'http://www.eau-seine-normandie.fr/sites/public_file/inline-files/Titre_I.pdf']",True
Réaliser une étude dans le cadre de la dépollution des industries et autres activités économiques non agricoles,/aides/5e85-b1-depollution-des-industries-et-autres-activ/,True,,True,,"['http://www.eau-seine-normandie.fr/sites/public_file/inline-files/NOTE%20PLAN%20DE%20RELANCE%20CA17nov-CB30nov2020_0.pdf', 'http://www.eau-seine-normandie.fr/sites/public_file/inline-files/Listing%20_pieces_justificatives_21122021.pdf', 'http://www.eau-seine-normandie.fr/sites/public_file/inline-files/Fiche_pratique_V4_2021.pdf', 'http://www.eau-seine-normandie.fr/sites/public_file/inline-files/OAM002.pdf', 'http://www.eau-seine-normandie.fr/sites/public_file/inline-files/OAM002-2021.pdf', 'http://www.eau-seine-normandie.fr/sites/public_file/inline-files/11eme_Annexe_formulaire_INTERNATIONAL_0.pdf', 'http://www.eau-seine-normandie.fr/sites/public_file/inline-files/Guide_Utilisation_Demande_ETP_ANIMATION.pdf', 'http://www.eau-seine-normandie.fr/sites/public_file/inline-files/Titre_I.pdf']",True
Dépolluer les industries et autres activités économiques non agricoles : Technologies Propres et Opérations Pilotes,/aides/1bda-depollution-des-industries-et-autres-activite/,True,,True,,"['http://www.eau-seine-normandie.fr/sites/public_file/inline-files/NOTE%20PLAN%20DE%20RELANCE%20CA17nov-CB30nov2020_0.pdf', 'http://www.eau-seine-normandie.fr/sites/public_file/inline-files/Listing%20_pieces_justificatives_21122021.pdf', 'http://www.eau-seine-normandie.fr/sites/public_file/inline-files/Fiche_pratique_V4_2021.pdf', 'http://www.eau-seine-normandie.fr/sites/public_file/inline-files/OAM002.pdf', 'http://www.eau-seine-normandie.fr/sites/public_file/inline-files/OAM002-2021.pdf', 'http://www.eau-seine-normandie.fr/sites/public_file/inline-files/11eme_Annexe_formulaire_INTERNATIONAL_0.pdf', 'http://www.eau-seine-normandie.fr/sites/public_file/inline-files/Guide_Utilisation_Demande_ETP_ANIMATION.pdf', 'http://www.eau-seine-normandie.fr/sites/public_file/inline-files/Titre_I.pdf']",True
Gérer à la source les eaux pluviales - Dépollution des industries et autres activités économiques non agricoles,/aides/bfef-depollution-des-industries-et-autres-activite/,True,,True,,"['http://www.eau-seine-normandie.fr/sites/public_file/inline-files/NOTE%20PLAN%20DE%20RELANCE%20CA17nov-CB30nov2020_0.pdf', 'http://www.eau-seine-normandie.fr/sites/public_file/inline-files/Listing%20_pieces_justificatives_21122021.pdf', 'http://www.eau-seine-normandie.fr/sites/public_file/inline-files/Fiche_pratique_V4_2021.pdf', 'http://www.eau-seine-normandie.fr/sites/public_file/inline-files/OAM002.pdf', 'http://www.eau-seine-normandie.fr/sites/public_file/inline-files/OAM002-2021.pdf', 'http://www.eau-seine-normandie.fr/sites/public_file/inline-files/11eme_Annexe_formulaire_INTERNATIONAL_0.pdf', 'http://www.eau-seine-normandie.fr/sites/public_file/inline-files/Guide_Utilisation_Demande_ETP_ANIMATION.pdf', 'http://www.eau-seine-normandie.fr/sites/public_file/inline-files/Titre_I.pdf']",True
Réduire les pollutions industrielles et domestiques des activités économiques - Dépollution des industries et autres activités économiques non agricoles,/aides/1f57-depollution-des-industries-et-autres-activite/,True,,True,,"['http://www.eau-seine-normandie.fr/sites/public_file/inline-files/NOTE%20PLAN%20DE%20RELANCE%20CA17nov-CB30nov2020_0.pdf', 'http://www.eau-seine-normandie.fr/sites/public_file/inline-files/Listing%20_pieces_justificatives_21122021.pdf', 'http://www.eau-seine-normandie.fr/sites/public_file/inline-files/Fiche_pratique_V4_2021.pdf', 'http://www.eau-seine-normandie.fr/sites/public_file/inline-files/OAM002.pdf', 'http://www.eau-seine-normandie.fr/sites/public_file/inline-files/OAM002-2021.pdf', 'http://www.eau-seine-normandie.fr/sites/public_file/inline-files/11eme_Annexe_formulaire_INTERNATIONAL_0.pdf', 'http://www.eau-seine-normandie.fr/sites/public_file/inline-files/Guide_Utilisation_Demande_ETP_ANIMATION.pdf', 'http://www.eau-seine-normandie.fr/sites/public_file/inline-files/Titre_I.pdf']",True
Accompagner la dépollution des industries et autres activités économiques non agricoles,/aides/b623-depollution-des-industries-et-autres-activite/,True,,True,,"['http://www.eau-seine-normandie.fr/sites/public_file/inline-files/NOTE%20PLAN%20DE%20RELANCE%20CA17nov-CB30nov2020_0.pdf', 'http://www.eau-seine-normandie.fr/sites/public_file/inline-files/Listing%20_pieces_justificatives_21122021.pdf', 'http://www.eau-seine-normandie.fr/sites/public_file/inline-files/Fiche_pratique_V4_2021.pdf', 'http://www.eau-seine-normandie.fr/sites/public_file/inline-files/OAM002.pdf', 'http://www.eau-seine-normandie.fr/sites/public_file/inline-files/OAM002-2021.pdf', 'http://www.eau-seine-normandie.fr/sites/public_file/inline-files/11eme_Annexe_formulaire_INTERNATIONAL_0.pdf', 'http://www.eau-seine-normandie.fr/sites/public_file/inline-files/Guide_Utilisation_Demande_ETP_ANIMATION.pdf', 'http://www.eau-seine-normandie.fr/sites/public_file/inline-files/Titre_I.pdf']",True
Réduire les pollutions liées aux micropolluants - Dépollution des industries et autres activités économiques non agricoles,/aides/61c8-depollution-des-industries-et-autres-activite/,True,,True,,"['http://www.eau-seine-normandie.fr/sites/public_file/inline-files/NOTE%20PLAN%20DE%20RELANCE%20CA17nov-CB30nov2020_0.pdf', 'http://www.eau-seine-normandie.fr/sites/public_file/inline-files/Listing%20_pieces_justificatives_21122021.pdf', 'http://www.eau-seine-normandie.fr/sites/public_file/inline-files/Fiche_pratique_V4_2021.pdf', 'http://www.eau-seine-normandie.fr/sites/public_file/inline-files/OAM002.pdf', 'http://www.eau-seine-normandie.fr/sites/public_file/inline-files/OAM002-2021.pdf', 'http://www.eau-seine-normandie.fr/sites/public_file/inline-files/11eme_Annexe_formulaire_INTERNATIONAL_0.pdf', 'http://www.eau-seine-normandie.fr/sites/public_file/inline-files/Guide_Utilisation_Demande_ETP_ANIMATION.pdf', 'http://www.eau-seine-normandie.fr/sites/public_file/inline-files/Titre_I.pdf']",True
Agir collectivement sur tout types de travaux y/c économies d’eau - Dépollution des industries et autres activités économiques non agricoles,/aides/76df-depollution-des-industries-et-autres-activite/,True,,True,,"['http://www.eau-seine-normandie.fr/sites/public_file/inline-files/NOTE%20PLAN%20DE%20RELANCE%20CA17nov-CB30nov2020_0.pdf', 'http://www.eau-seine-normandie.fr/sites/public_file/inline-files/Listing%20_pieces_justificatives_21122021.pdf', 'http://www.eau-seine-normandie.fr/sites/public_file/inline-files/Fiche_pratique_V4_2021.pdf', 'http://www.eau-seine-normandie.fr/sites/public_file/inline-files/OAM002.pdf', 'http://www.eau-seine-normandie.fr/sites/public_file/inline-files/OAM002-2021.pdf', 'http://www.eau-seine-normandie.fr/sites/public_file/inline-files/11eme_Annexe_formulaire_INTERNATIONAL_0.pdf', 'http://www.eau-seine-normandie.fr/sites/public_file/inline-files/Guide_Utilisation_Demande_ETP_ANIMATION.pdf', 'http://www.eau-seine-normandie.fr/sites/public_file/inline-files/Titre_I.pdf']",True
Animer des actions collectives pour la dépollution des industries et autres activités économiques non agricoles,/aides/705e-depollution-des-industries-et-autres-activite/,True,,True,,"['http://www.eau-seine-normandie.fr/sites/public_file/inline-files/NOTE%20PLAN%20DE%20RELANCE%20CA17nov-CB30nov2020_0.pdf', 'http://www.eau-seine-normandie.fr/sites/public_file/inline-files/Listing%20_pieces_justificatives_21122021.pdf', 'http://www.eau-seine-normandie.fr/sites/public_file/inline-files/Fiche_pratique_V4_2021.pdf', 'http://www.eau-seine-normandie.fr/sites/public_file/inline-files/OAM002.pdf', 'http://www.eau-seine-normandie.fr/sites/public_file/inline-files/OAM002-2021.pdf', 'http://www.eau-seine-normandie.fr/sites/public_file/inline-files/11eme_Annexe_formulaire_INTERNATIONAL_0.pdf', 'http://www.eau-seine-normandie.fr/sites/public_file/inline-files/Guide_Utilisation_Demande_ETP_ANIMATION.pdf', 'http://www.eau-seine-normandie.fr/sites/public_file/inline-files/Titre_I.pdf']",True
Animer des actions collectives ou au titre de l’écologie industrielle territoriale - Dépollution des industries et autres activités économiques non agricoles,/aides/4cfb-depollution-des-industries-et-autres-activite/,True,,True,,"['http://www.eau-seine-normandie.fr/sites/public_file/inline-files/NOTE%20PLAN%20DE%20RELANCE%20CA17nov-CB30nov2020_0.pdf', 'http://www.eau-seine-normandie.fr/sites/public_file/inline-files/Listing%20_pieces_justificatives_21122021.pdf', 'http://www.eau-seine-normandie.fr/sites/public_file/inline-files/Fiche_pratique_V4_2021.pdf', 'http://www.eau-seine-normandie.fr/sites/public_file/inline-files/OAM002.pdf', 'http://www.eau-seine-normandie.fr/sites/public_file/inline-files/OAM002-2021.pdf', 'http://www.eau-seine-normandie.fr/sites/public_file/inline-files/11eme_Annexe_formulaire_INTERNATIONAL_0.pdf', 'http://www.eau-seine-normandie.fr/sites/public_file/inline-files/Guide_Utilisation_Demande_ETP_ANIMATION.pdf', 'http://www.eau-seine-normandie.fr/sites/public_file/inline-files/Titre_I.pdf']",True
Réaliser des travaux d’épuration des effluents d’urgence - Dépollution des industries et autres activités économiques non agricoles,/aides/11d9-depollution-des-industries-et-autres-activite/,True,,True,,"['http://www.eau-seine-normandie.fr/sites/public_file/inline-files/NOTE%20PLAN%20DE%20RELANCE%20CA17nov-CB30nov2020_0.pdf', 'http://www.eau-seine-normandie.fr/sites/public_file/inline-files/Listing%20_pieces_justificatives_21122021.pdf', 'http://www.eau-seine-normandie.fr/sites/public_file/inline-files/Fiche_pratique_V4_2021.pdf', 'http://www.eau-seine-normandie.fr/sites/public_file/inline-files/OAM002.pdf', 'http://www.eau-seine-normandie.fr/sites/public_file/inline-files/OAM002-2021.pdf', 'http://www.eau-seine-normandie.fr/sites/public_file/inline-files/11eme_Annexe_formulaire_INTERNATIONAL_0.pdf', 'http://www.eau-seine-normandie.fr/sites/public_file/inline-files/Guide_Utilisation_Demande_ETP_ANIMATION.pdf', 'http://www.eau-seine-normandie.fr/sites/public_file/inline-files/Titre_I.pdf']",True
Animer des actions collectives pour réduire à la source les rejets effluents toxiques ou graisseux en quantités dispersées,/aides/8fa9-aide-a-lanimation-daction-collective-collecte/,True,,True,,"['http://www.eau-seine-normandie.fr/sites/public_file/inline-files/NOTE%20PLAN%20DE%20RELANCE%20CA17nov-CB30nov2020_0.pdf', 'http://www.eau-seine-normandie.fr/sites/public_file/inline-files/Listing%20_pieces_justificatives_21122021.pdf', 'http://www.eau-seine-normandie.fr/sites/public_file/inline-files/Fiche_pratique_V4_2021.pdf', 'http://www.eau-seine-normandie.fr/sites/public_file/inline-files/OAM002.pdf', 'http://www.eau-seine-normandie.fr/sites/public_file/inline-files/OAM002-2021.pdf', 'http://www.eau-seine-normandie.fr/sites/public_file/inline-files/11eme_Annexe_formulaire_INTERNATIONAL_0.pdf', 'http://www.eau-seine-normandie.fr/sites/public_file/inline-files/Guide_Utilisation_Demande_ETP_ANIMATION.pdf', 'http://www.eau-seine-normandie.fr/sites/public_file/inline-files/Titre_I.pdf']",True
