name,url,error_orig,type_error_orig,error_app,type_error_app,pdfs,pdf_avec_criteres
Organiser des événements territoriaux favorisant la rencontre des acteurs de l'écosystème,/aides/1600-evenements-territoriaux-a-vocation-economique/,True,,False,url not starting with http,['http://les-aides.nouvelle-aquitaine.fr/sites/default/files/2022-01/MesDemarchesEnNouvelleAquitaine_Tutoriel_EvenementTerritoriauxEconomique.pdf'],True
Financer les micro-projets locaux innovants (AMPLI),/aides/605d-appui-aux-micro-projets-locaux-innovants-ampl/,False,Status 404,False,url not starting with http,[],False
Accompagner les maîtres d'ouvrages sélectionnés dans le cadre de l'appel à projet territorial « Nouvelle Organisation Territoriale Touristique »,/aides/0e66-nouvelle-organisation-touristique-des-territo/,False,Status 404,False,url not starting with http,[],False
Soutenir les entreprises touristique dans l'adaptation et la diversification de leur offre d'hébergements,/aides/8d4f-hotellerie-de-plein-air-independante/,True,,False,url not starting with http,['http://les-aides.nouvelle-aquitaine.fr/sites/default/files/2018-08/fiche-de-renseignement_V18_05_enligne2%284%29_9.pdf'],True
Soutenir les maîtres d'ouvrages publics pour la modernisation et l'amélioration paysagère des stations et des domaines skiables,/aides/d908-modernisation-et-amelioration-paysagere-des-s/,True,,False,url not starting with http,['http://les-aides.nouvelle-aquitaine.fr/sites/default/files/2020-12/fiche-de-renseignement_V18_05_enligne2%284%29_2.pdf'],True
Favoriser le développement d'hébergements en faveur de l'accueil des saisonniers,/aides/8876-developpement-de-logements-pour-les-saisonnie/,False,url changed to https://les-aides.nouvelle-aquitaine.fr/amenagement-du-territoire/developpement-de-logements-pour-les-saisonniers-du-tourisme,False,url not starting with http,[],False
Conforter et valoriser les espaces naturels et les espaces remarquables (Parcs Naturels Régionaux et Opérations Grands Sites),/aides/064d-valorisation-des-parcs-naturels-regionaux-et-/,True,,False,url not starting with http,['http://les-aides.nouvelle-aquitaine.fr/sites/default/files/2020-12/fiche-de-renseignement_V18_05_enligne2%284%29_2.pdf'],True
"""Nouvelle Organisation Territoriale Touristique"" : accompagner les maîtres d'ouvrage dans la professionnalisation des acteurs locaux du tourisme",/aides/8eb7-professionnalisation-des-acteurs-locaux-du-to/,False,Status 404,False,url not starting with http,[],False
Financer le relais du foncier agricole pour l'installation hors cadre familial,/aides/0427-financement-relais-du-foncier-agricole-pour-l/,True,,False,url not starting with http,[],False
"Sensibiliser aux démarches collectives de l'ESS, mettre en situation le jeune public et construire des parcours éducatifs",/aides/782e-economie-sociale-et-solidaire-sensibiliser-au/,True,,False,url not starting with http,[],False
Soutenir la mise en œuvre d’une démarche de Gestion Prévisionnelle des Emplois et des Compétences au sein d’une entreprise du secteur industriel,/aides/7ae6-accompagnement-individuel-aux-entreprises-aie/,True,,False,url not starting with http,[],False
Soutenir l'Accompagnement Individuel aux Entreprises – AIE INGEFOR,/aides/ec38-accompagnement-individuel-aux-entreprises-aie/,True,,False,url not starting with http,[],False
Accompagner les 17-25 ans vers leur premier emploi,/aides/57b8-sas-jeunes-orientation-active-vers-lemploi/,True,,False,url not starting with http,[],False
Promouvoir le capital humain et la mise en réseau dans le domaine de l'aquaculture,/aides/d409-aquaculture-promotion-du-capital-humain-et-mi/,False,Status 404,False,url not starting with http,[],False
Augmenter la valeur ajoutée des produits de la mer et leur qualité (FEAMP),/aides/01b8-valeur-ajoutee-qualite-des-produits-utilisati/,False,Status 404,False,url not starting with http,[],False
Développer une aquaculture respectueuse des milieux,/aides/85a0-aquaculture-investissements-sous-mesures-envi/,False,Status 404,False,url not starting with http,[],False
Soutenir la création et la reprise d’entreprise dans le secteur agricole et aquacole en Nouvelle-Aquitaine,/aides/9bf0-pret-dhonneur-initiative-agri-nouvelle-aquita/,True,,False,url not starting with http,[],False
Soutenir les entreprises touristiques dans l'adaptation et la diversification de l'offre en locations saisonnières,/aides/086d-meubles-de-tourisme/,True,,False,url not starting with http,['http://les-aides.nouvelle-aquitaine.fr/sites/default/files/2020-12/fiche-de-renseignement_V18_05_enligne2%284%29_2.pdf'],True
Réaliser un séjour d'études à l'étranger. Aide pour les étudiants post-bac,/aides/3045-sejours-detude-a-letranger-public-post-bac/,True,,False,url not starting with http,"['http://les-aides.nouvelle-aquitaine.fr/sites/default/files/2021-02/Aide_RegionNA_MobiliteInternationale_TutorielAide%20%281%29_2.pdf', 'http://les-aides.nouvelle-aquitaine.fr/sites/default/files/2020-12/RI_1V3_2020_S%C3%A9jours%20post%20bac%20%2B%20annexe.pdf']",True
Soutenir l'expérimentation d'opérations groupées de rénovation énergétique performante de maisons individuelles,/aides/70d3-operations-groupees-de-renovation-energetique/,True,,False,url not starting with http,['http://les-aides.nouvelle-aquitaine.fr/sites/default/files/2021-10/R%C3%A9gion%20NouvelleAquitaine%20-%20AP%20Op%C3%A9sGroup%C3%A9es%20R%C3%A9novEnerg%20Logement%20priv%C3%A9s%20-%20REGLEMENT.pdf'],True
Favoriser le développement de logiciels libres limitant leur impact environnemental et social,/aides/8369-logiciels-libres-innovants/,True,,False,url not starting with http,[],False
Aider la création de très petites entreprises (TPE),/aides/7b89-aide-a-la-creation-de-tres-petites-entreprise/,True,,False,url not starting with http,[],False
Soutenir les sportifs de haut niveau et les structures labellisées dans le Projet de Performance Fédéral (PPF),/aides/db07-soutien-aux-sportifs-de-haut-niveau-et-aux-st/,True,,False,url not starting with http,[],False
Aider au passage du permis de conduire B -  2020-2021,/aides/8558-aide-au-passage-du-permis-de-conduire-b-2020-/,True,,False,url not starting with http,"['http://les-aides.nouvelle-aquitaine.fr/sites/default/files/2021-08/APC_comment_bien_saisir_ma_demande_1.pdf', 'http://les-aides.nouvelle-aquitaine.fr/sites/default/files/2021-08/PB-reglement-pieces_0.pdf']",True
Rénover énergétiquement les petits collectifs sociaux,/aides/07a7-renovation-energetique-des-petits-collectifs-/,False,url changed to https://les-aides.nouvelle-aquitaine.fr/amenagement-du-territoire/renovation-energetique-des-petits-collectifs-de-logements-sociaux,False,url not starting with http,[],False
Soutenir les études préalables à la création d’équipements culturels,/aides/d37f-etude-prealable-a-la-creation-dequipements-cu/,True,,False,url not starting with http,[],False
Créer et aménager les salles de cinéma,/aides/89f7-creation-extension-et-amenagement-de-salles-d/,False,Status 404,False,url not starting with http,[],False
Soutenir le développement des sports de nature,/aides/ae01-soutien-au-developpement-des-sports-de-nature/,True,,False,url not starting with http,[],False
Soutenir les jeunes entreprises innovantes dans leur dynamique de recherche et développement,/aides/08cd-innovation-start-up/,True,,False,url not starting with http,[],False
Accompagner le déploiement des activités des start-up,/aides/e8e6-investissement-start-up/,True,,False,url not starting with http,[],False
Développer les voyages scolaires dans les établissements de formation,/aides/9361-actions-educatives-nouvelle-aquitaine-volet-2/,True,,False,url not starting with http,"['http://les-aides.nouvelle-aquitaine.fr/sites/default/files/2021-03/RI%20Actions%20Educatives%20Nouvelle%20Aquitaine%2029%20mai%202020.pdf', 'http://les-aides.nouvelle-aquitaine.fr/sites/default/files/2021-03/Proc%C3%A9dure%20de%20d%C3%A9pot%20d%27une%20demande%20d%27aide_Volet%202%20-%20Mobilit%C3%A9%20collective.pdf']",True
Accompagner les projets de start-up de la phase d’incubation à celle de déploiement,/aides/e87e-faisabilite-start-up/,True,,False,url not starting with http,[],False
Aider au recrutement pour gérer la transformation numérique,/aides/c11f-aide-au-recrutement-transformation-numerique/,False,Status 404,False,url not starting with http,[],False
Soutenir les manifestations territoriales à caractère économique,/aides/fda4-soutien-aux-manifestations-territoriales-a-ca/,True,,False,url not starting with http,['http://les-aides.nouvelle-aquitaine.fr/sites/default/files/2018-08/AAP_Soutien-aux-manifestations-territoriales-a%CC%80-caracte%CC%80re-e%CC%81conomique.pdf'],True
Faciliter l’accès des plus petites entreprises aux financements nécessaires à la réalisation de leur projet,/aides/6272-prets-croissances-petites-entreprises/,True,,False,url not starting with http,[],False
Pérenniser la ressource en reboisant des parcelles de peupliers exploitées,/aides/3e37-remise-en-production-des-peupleraies/,True,,False,url not starting with http,[],False
Aider les investissements productifs dans l’agroalimentaire,/aides/e8c7-aide-aux-investissements-productifs-dans-lagr/,True,,False,url not starting with http,[],False
Valoriser les opérations d’inventaire,/aides/ed40-valorisation-des-operations-dinventaire/,True,,False,url not starting with http,[],False
Aider au recrutement de collaborateurs export,/aides/373c-talentexport/,True,,False,url not starting with http,[],False
Accompagner les porteurs de projet se préparant à une installation en agriculture,/aides/1a63-accompagnement-individuel-pre-installation-et/,True,,False,url not starting with http,[],False
Renforcer ses fonds propres pour améliorer sa performance industrielle,/aides/a1f9-renforcement-des-fonds-propres-performance-in/,True,,False,url not starting with http,[],False
Favoriser le développement du design,/aides/4d5f-plan-design-aide-aux-entrepreneurs/,True,,False,url not starting with http,['http://les-aides.nouvelle-aquitaine.fr/sites/default/files/2021-03/Dossier_commun%20.pdf'],True
Prototyper les innovations pour un numérique responsable,/aides/d1bc-proto-impact-prototyper-les-innovations-pour-/,True,,False,url not starting with http,[],False
Consolider et développer le réseau d'itinéraires cyclables,/aides/df53-itinerance-cyclable/,True,,False,url not starting with http,['http://les-aides.nouvelle-aquitaine.fr/sites/default/files/2020-12/fiche-de-renseignement_V18_05_enligne2%284%29_2.pdf'],True
Faciliter l'accès à la mobilité des plus fragiles,/aides/bf2e-plateforme-regionale-dacces-a-la-mobilite/,False,Status 404,False,url not starting with http,[],False
Soutenir les structures de jeunesse,/aides/9099-soutien-aux-structures-de-jeunesse/,True,,False,url not starting with http,[],False
Encourager l’Innovation et à la R&D dans l’agroalimentaire,/aides/38e4-aide-a-linnovation-et-a-la-rd-dans-lagroalime/,True,,False,url not starting with http,[],False
Soutenir les manifestations sportives de niveau national ou international,/aides/100c-soutien-aux-manifestations-sportives-de-nivea/,True,,False,url not starting with http,[],False
Soutenir les structures d'interface scientifique et technologique favorisant un transfert de compétence vers les entreprises,/aides/3f04-structures-dinterface-scientifique-et-technol/,True,,False,url not starting with http,[],False
Accompagner l'anticipation et l'adaptation des compétences des entreprises d'une même filière,/aides/64c2-accompagnement-collectif-aux-filieres-acf-gpe/,True,,False,url not starting with http,[],False
Accompagner les projets d'innovation des PME en leur permettant de recourir à des prestations externes,/aides/88d5-aide-au-conseil-en-innovation/,True,,False,url not starting with http,[],False
Accompagner la Validation des Acquis de l'Expérience,/aides/3e1a-vae-accompagnement-de-la-validation-des-acqui/,True,,False,url not starting with http,"['http://les-aides.nouvelle-aquitaine.fr/sites/default/files/2021-01/RI%20Aides%20individuelles.pdf', 'http://les-aides.nouvelle-aquitaine.fr/sites/default/files/2021-01/plaquette_4p_a5_vae_na.pdf']",True
Soutenir le développement d'activités et d'emploi des entreprises de l'ESS,/aides/4689-aide-au-developpement/,False,url changed to https://les-aides.nouvelle-aquitaine.fr/economie-et-emploi/aide-au-developpement-des-structures-de-less,False,url not starting with http,[],False
Fonds social régional pour les lycéens pour payer la restauration ou l’hébergement,/aides/202c-fonds-social-regional/,True,,False,url not starting with http,[],False
"Favoriser la sauvegarde de la vie humaine en mer et prévenir les accidents liés au travail avec l'aide ""Santé et sécurité""",/aides/00c5-sante-et-securite-pecheurs/,False,Status 404,False,url not starting with http,[],False
Aider les jeunes pêcheurs à s'installer en créant une entreprise de pêche,/aides/2c40-creation-dentreprise-pour-jeune-pecheur/,False,Status 404,False,url not starting with http,[],False
Limiter l’incidence de la pêche sur le milieu marin et les espèces marines,/aides/a06f-limitation-de-lincidence-de-la-peche-sur-le-m/,False,Status 404,False,url not starting with http,[],False
Soutenir les équipements sportifs,/aides/a92b-soutien-aux-equipements-sportifs/,True,,False,url not starting with http,['http://les-aides.nouvelle-aquitaine.fr/sites/default/files/2021-10/Dossier-demande-subvention%20construction%20ou%20r%C3%A9novation%20d%27%C3%A9quipements.pdf'],True
Rémunérer les stagiaires de la formation professionnelle,/aides/b241-remuneration-des-stagiaires-de-la-formation-p/,True,,False,url not starting with http,['http://les-aides.nouvelle-aquitaine.fr/sites/default/files/2021-12/R%C3%A8glement%20d%27Intervention-mai%202021.pdf'],True
Aider les lycéens à trouver un stage à l'étranger,/aides/d27b-erasmus-stage-public-post-bac-2020-2022/,True,,False,url not starting with http,"['http://les-aides.nouvelle-aquitaine.fr/sites/default/files/2021-02/Aide_RegionNA_MobiliteInternationale_TutorielAide%20%281%29.pdf', 'http://les-aides.nouvelle-aquitaine.fr/sites/default/files/2021-02/contrat%20de%20mobilit%C3%A9%202020.pdf']",True
Aider les familles des lycéens en raison de difficultés liés au Covid-19,/aides/8ba7-covid-19-fonds-de-solidarite-pour-les-famille/,True,,False,url not starting with http,[],False
Contribuer financièrement au départ en stage à l'étranger pour les étudiants en post BAC,/aides/9fce-stages-a-letranger-public-post-bac/,True,,False,url not starting with http,"['http://les-aides.nouvelle-aquitaine.fr/sites/default/files/2021-02/Aide_RegionNA_MobiliteInternationale_TutorielAide%20%281%29_1.pdf', 'http://les-aides.nouvelle-aquitaine.fr/sites/default/files/2020-12/RI_1V2_2020_Stages%20post%20bac%20%2B%20annexe.pdf']",True
"Se faire aider financièrement dans l'obtention des brevets : BAFA, BAFD, BNSSA",/aides/3205-aides-aux-brevets-bafa-bafd-bnssa/,True,,False,url not starting with http,"['http://les-aides.nouvelle-aquitaine.fr/sites/default/files/2021-06/reglement-brevets.pdf', 'http://les-aides.nouvelle-aquitaine.fr/sites/default/files/2021-06/aide-depot-suividemande-bbb.pdf']",True
Moderniser les offices de tourisme - Nouvelle organisation touristique des territoires(NOTT),/aides/9ebe-nouvelle-organisation-touristique-des-territo/,False,Status 404,False,url not starting with http,[],False
Soutenir les dynamiques territoriales d’innovation (DTI),/aides/10f9-soutien-aux-dynamiques-territoriales-dinnovat/,True,,False,url not starting with http,[],False
Soutenir les entreprises touristiques dans leurs démarches de transformation numérique et l'expérimentation d'outils métiers,/aides/6727-transformation-numerique/,True,,False,url not starting with http,['http://les-aides.nouvelle-aquitaine.fr/sites/default/files/2020-12/fiche-de-renseignement_V18_05_enligne2%284%29_2.pdf'],True
Restaurer les monuments historiques,/aides/485d-restauration-des-monuments-historiques/,True,,False,url not starting with http,[],False
Accompagner les projets de jeu vidéo portés par les entreprises,/aides/ac34-production-de-jeux-video/,True,,False,url not starting with http,[],False
Soutenir les personnes souhaitant obtenir une qualification,/aides/bc37-aide-individuelle-a-la-formation/,True,,False,url not starting with http,[],False
Aider à l'installation des jeunes agriculteurs - Dotation jeunes agriculteurs (DJA),/aides/2b8c-dotation-jeunes-agriculteurs-dja/,True,,False,url not starting with http,[],False
Favoriser l'accès au crédit des entreprises s'inscrivant dans le cadre d'un projet de développement - Fonds Régional de Garantie Nouvelle-Aquitaine,/aides/8ea9-fonds-regional-de-garantie-nouvelle-aquitaine/,True,,False,url not starting with http,[],False
Améliorer la qualité des bois produits dans les Pyrénées-Atlantiques,/aides/a304-revalorisation-des-terrains-occupes-par-des-p/,True,,False,url not starting with http,[],False
Soutenir les actions collaboratives innovantes,/aides/ebc5-soutien-aux-actions-collaboratives-innovantes/,True,,False,url not starting with http,[],False
Accompagner le développement des offres touristiques par l'ouverture des sites économiques ou des entreprises au public,/aides/c144-mise-en-reseau-dune-offre-de-tourisme-de-deco/,False,url changed to https://les-aides.nouvelle-aquitaine.fr/economie-et-emploi/mise-en-reseau-dune-offre-de-tourisme-de-decouverte-economique-et-des-savoir-faire,False,url not starting with http,[],False
Soutenir le tourisme social et solidaire en accompagnant les partenaires qui oeuvrent pour le départ en vacances des publics les plus fragiles,/aides/0852-tourisme-social-et-solidaire/,True,,False,url not starting with http,['http://les-aides.nouvelle-aquitaine.fr/sites/default/files/2020-12/fiche-de-renseignement_V18_05_enligne2%284%29_2.pdf'],True
Accompagner les entreprises touristiques en zones de montagne dans l'adaptation et la diversification de l'offre d'hébergements,/aides/6d63-hebergements-touristiques-refuges-de-montagne/,False,url changed to https://les-aides.nouvelle-aquitaine.fr/economie-et-emploi/hebergements-touristiques-refuges-de-montagne,False,url not starting with http,[],False
"Créer les conditions d’un parcours de réussite pour amener chaque jeune, dès sa sortie du collège, vers un emploi stable et durable (MDL, ALESA ou FSE)",/aides/0a44-accompagnement-des-maisons-des-lyceens-mdl-al/,False,Status 404,False,url not starting with http,[],False
Faciliter l’émergence des infrastructures délivrant du BioGNV et accélérer la construction d’un réseau de stations,/aides/b9e5-mobilite-biognv/,True,,False,url not starting with http,['http://les-aides.nouvelle-aquitaine.fr/sites/default/files/2021-10/R%C3%A9gionNouvelleAquitaine%20-%20AAP%20BioGNV%202021_R%C3%A8glement%20et%20dossier%20de%20candidature.pdf'],True
Unifier le réseau des espaces régionaux d'information de proximité,/aides/f64f-unification-du-reseau-des-espaces-regionaux-d/,True,,False,url not starting with http,[],False
Aider à la formation professionnelle - ACF Formation,/aides/49d0-accompagnement-collectif-aux-filieres-acf-for/,True,,False,url not starting with http,[],False
Mettre à disposition des propriétaires sylviculteurs des prêts à des conditions bonifiées - Dispositif SODEF,/aides/dde5-dispositif-sodef-bonification-des-investissem/,True,,False,url not starting with http,[],False
Aider au développement des Coopératives d'Activité et d'Emploi (CAE),/aides/358f-aide-au-developpement-des-cooperatives-dactiv/,True,,False,url not starting with http,[],False
Promouvoir les quartiers durables et écoquartiers,/aides/a5ba-promouvoir-les-quartiers-durables-bourgogne-f/,False,Status 404,False,Unknown error,[],False
"Accompagner la construction, l'acquisition, l'extension, la rénovation de bâtiments d'entreprise, s'inscrivant dans un objectif de transition écologique et énergétique",/aides/2f6c-accompagner-limmobilier-dentreprise/,True,,False,Unknown error,[],False
Aider les entreprises en difficulté,/aides/8c65-aider-lentreprise-en-difficulte/,True,,False,Unknown error,[],False
"Communiquer, réaliser, imprimer, conseiller via des supports de communication",/aides/e13a-communiquer-realiser-imprimer-conseiller-sur-/,False,url not starting with http,False,url not starting with http,[],False
Développer l'offre de logements,/aides/eca2-developper-loffre-de-logements/,False,url changed to https://www.epf-occitanie.fr/,False,url not starting with http,[],False
Accompagner la revitalisation des centres anciens,/aides/3d9e-accompagner-la-redynamisation-des-centres-via/,True,,False,url not starting with http,['https://www.epf-occitanie.fr/wp-content/uploads/2019/12/PPI-2019-2023.pdf'],True
Conforter l'attractivité économique des territoires,/aides/551f-copie-14h03-accompagner-la-redynamisation-des/,True,,False,url not starting with http,['https://www.epf-occitanie.fr/wp-content/uploads/2019/12/PPI-2019-2023.pdf'],True
Accompagner le développement du tourisme 4 saisons,/aides/bf5d-copie-11h49-conforter-lattractivite-economiqu/,True,,False,url not starting with http,['https://www.epf-occitanie.fr/wp-content/uploads/2019/12/PPI-2019-2023.pdf'],True
Traitement des friches,/aides/eb28-copie-12h04-conforter-lattractivite-economiqu/,True,,False,url not starting with http,['https://www.epf-occitanie.fr/wp-content/uploads/2019/12/PPI-2019-2023.pdf'],True
Accompagner le Soutien régional aux projets immobiliers des entreprises de l’ESS,/aides/c240-accompagner-le-soutien-regional-aux-projets-i/,True,,False,url not starting with http,[],False
Inciter les entreprises à acquérir les compétences permettant la maitrise du digital pour devenir une entreprise digitale,/aides/87f5-grand-est-transformation-digitale-parcours-in/,True,,True,,"['https://www.grandest.fr/wp-content/uploads/2020/12/annexe-3-reglement-transformation-digitale-parcours-individuel-v3.pdf', 'https://www.grandest.fr/wp-content/uploads/2020/12/annexe-3-reglement-transformation-digitale-parcours-individuel-v3.pdf']",True
Faciliter l'investissement productif des entreprises régionales et les accompagner dans une démarche industrie du futur ou industrie 4.0.,/aides/f4c4-grand-est-competitivite/,True,,True,,"['https://www.grandest.fr/wp-content/uploads/2019/07/21cp-1708-annexe-14-new-reglement-grand-est-competitivite-vf.pdf', 'https://www.grandest.fr/wp-content/uploads/2019/07/21cp-1708-annexe-14-new-reglement-grand-est-competitivite-vf.pdf']",True
Bénéficier des chèques CREA pour obtenir une série d'accompagnements dispensés par les opérateurs labellisés,/aides/0a5a-les-cheques-crea/,True,,True,,[],False
Soutenir les associations dans leurs projets d’investissements « INV’EST Asso »,/aides/c85c-soutien-aux-associations-dans-leurs-projets-d/,True,,True,,"['https://www.grandest.fr/wp-content/uploads/2021/03/projet-invest-asso.pdf', 'https://www.grandest.fr/wp-content/uploads/2016/11/guide-arpege-usagers-aides-dematerialisees.pdf', 'https://www.grandest.fr/wp-content/uploads/2021/03/projet-invest-asso.pdf', 'https://www.grandest.fr/wp-content/uploads/2016/11/guide-arpege-usagers-aides-dematerialisees.pdf']",True
Appuyer l’émergence de coopérations,/aides/395b-appui-a-lemergence-de-cooperations/,False,url changed to http://cress-aura.org/,False,url not starting with http,[],False
Sensibiliser les jeunes à l'économie sociale et solidaire (ESS),/aides/7c1d-copie-13h48-appui-a-lemergence-de-cooperation/,True,,True,,[],False
Aider les entreprises ultramarines à maîtriser leur impact sur l'environnement et à diminuer leur consommation d'énergie - Subvention BPI « Investissement Outremer »,/aides/6a9b-aider-les-entreprises-ultramarines-a-maitrise/,False,Unknown error,False,Status 403,[],False
Favoriser la restructuration lourde et la rénovation thermique des logements sociaux ultramarins,/aides/4c22-favoriser-la-restructuration-lourde-et-la-ren/,True,,False,url not starting with http,[],False
Mettre en place les îlots d'avenir,/aides/1d1d-adapter-mise-en-place-dilots-davenir/,True,,False,url not starting with http,[],False
Soutenir la formation des salariés dans les entreprises en difficulté,/aides/c856-former-soutien-a-la-formation-des-salaries-da/,True,,False,url not starting with http,[],False
Assurer la création ou la reprise d'une entreprise artisanale ou d'une exploitation agricole,/aides/88b7-former-programme-de-formation-a-la-reprise-de/,True,,False,url not starting with http,[],False
Aider les entreprises primo utilisatrices d'intelligence artificielle,/aides/b976-aide-aux-entreprises-primo-utilisatrices-dint/,True,,False,url not starting with http,['https://www.grandest.fr/wp-content/uploads/2021/06/aide-aux-entreprises-primo-utilisatrices-dintelligence-artificielle-reglement.pdf'],True
Soutenir la concertation et l’accompagnement des projets d’énergies renouvelables,/aides/23bc-soutien-a-la-concertation-et-a-laccompagnemen/,True,,False,url not starting with http,[],False
Améliorer la gestion micro-économique des entreprises de la filière viticole afin de leur permettre de faire face aux conséquences de la crise économique - Eco Viti Pass,/aides/652f-eco-viti-pass-aide-au-conseil-economique-des-/,True,,False,url not starting with http,['https://www.grandest.fr/wp-content/uploads/2016/11/guide-arpege-usagers-aides-dematerialisees.pdf'],True
"Permettre à 200 exploitations par an, d’améliorer leur performance et leur compétitivité, grâce à un diagnostic de performance - Plan régional Ferme du futur",/aides/2d79-plan-regional-ferme-du-futur/,True,,False,url not starting with http,['https://www.grandest.fr/wp-content/uploads/2020/10/1596-4-pages-ferme-du-futur-juillet-2020.pdf'],True
Recruter votre premier docteur,/aides/2895-recruter-votre-premier-docteur/,True,,False,url not starting with http,['https://www.grandest.fr/wp-content/uploads/2021/04/reglement-recrutement-docteurs-en-entreprises.pdf'],True
Aider les agriculteurs à acquérir des stations météo connectées,/aides/994d-soutien-a-lacquisition-de-stations-meteo-conn/,True,,True,,['https://www.grandest.fr/wp-content/uploads/2021/04/a2-dispositif-station-meteo.pdf'],True
Soutenir les familles n'ayant pas pu bénéficier d'une solution de garde d'enfant - SOS Garde d’enfants,/aides/c0ba-sos-garde-denfants/,False,Status 404,True,,[],False
Être accompagné dans la sécurisation de ses approvisionnements - Pacte de relocalisation des approvisionnements,/aides/2b73-pacte-de-relocalisation-des-approvisionnement/,True,,False,url not starting with http,[],False
Bénéficier d'un soutien financier pour recourir aux services d’un Volontaire International en Entreprise (VIE),/aides/4980-soutien-a-lengagement-dun-volontaire-internat/,True,,False,url not starting with http,['https://www.grandest.fr/wp-content/uploads/2021/02/reglement-dispositif-soutien-au-vie.pdf'],True
Soutenir les chaires industrielles,/aides/707d-soutien-aux-chaires-industrielles/,True,,False,url not starting with http,['https://www.grandest.fr/wp-content/uploads/2021/02/reglement-chaires-industrielles.pdf'],True
Soutenir les projets et infrastructures de recherche de pointe,/aides/fbc6-soutien-aux-projets-et-infrastructures-de-rec/,True,,False,url not starting with http,['https://www.grandest.fr/wp-content/uploads/2021/02/annexe-3-reglement-infrastructures-de-pointe.pdf'],True
"Obtenir un financement par un microcrédit pour la création ou le développement (moins de 12 mois d’activité) de votre entreprise - Chèque CREA ""Microcrédit""",/aides/b8fe-7-cheque-crea-microcredit/,True,,True,,[],False
Bénéficier d’un accompagnement afin de potentiellement obtenir une garantie pour couvrir un emprunt bancaire dans le cadre de la création ou de la reprise d'une entreprise,/aides/9e3d-6-cheque-crea-garantie-de-pret-bancaire/,True,,True,,[],False
"Bénéficier d’une expertise sur les aspects financiers de votre projet en optimisant le plan de financement de votre future entreprise - Chèque CREA ""Prêt d'honneur""",/aides/c78e-5-cheque-crea-pret-dhonneur/,True,,True,,[],False
"Devenir associé d’une Coopérative d’Activité et d’Emploi (CAE) - Chèque CREA ""Entrepreneur salarié associé""",/aides/cd4f-4-cheque-crea-entrepreneur-salarie-associe/,True,,True,,[],False
"Tester votre projet en ""grandeur nature"" avant la création de l’entreprise - Chèque CREA ""Test d'activité""",/aides/18a8-3-cheque-crea-test-dactivite/,True,,True,,[],False
Se former à la création d’entreprise - Forma CREA,/aides/acd6-2-formation-a-la-creation-dentreprise/,True,,True,,[],False
Bénéficier de conseils pour bâtir le plan d’affaires de son entreprise avant la sollicitation d’un financement auprès d’un banquier - Chèque CREA « Préparation du projet »,/aides/c5d8-1-cheque-crea-preparation-du-projet/,True,,True,,[],False
Bénéficier d'un prêt pour rebondir suite aux conséquences de la crise COVID - Prêt Rebond Grand Est,/aides/f333-pret-rebond-grand-est-covid/,True,,False,url not starting with http,['https://www.grandest.fr/wp-content/uploads/2020/12/fiche-pret-rebond-grand-est-covid.pdf'],True
Soutenir la trésorerie de très petites entreprises de commerce de proximité devant s’acquitter d’un loyer au titre de leur local commercial - Résistance Loyers Grand Est,/aides/2c09-resistance-loyers-grand-est/,False,Status 404,False,url changed to https://resistance.grandest.fr/aides/#/solidarite/,[],False
"Soutenir des projets de captations de spectacles, d’arts visuels et de projets muséaux",/aides/16b5-captations-de-spectacles-darts-visuels-et-de-/,True,,False,url not starting with http,['https://www.grandest.fr/wp-content/uploads/2020/11/reglement-captations-spectacle-vivant-et-musee-numerique.pdf'],True
Permettre aux jeunes de réaliser un tutorat au sein d’entreprises candidates sur une période de six mois - Parcours d’acquisition des compétences en entreprise (PACE),/aides/f58b-le-parcours-dacquisition-des-competences-en-e/,True,,False,url not starting with http,[],False
Accompagner la digitalisation des commerces,/aides/580f-grand-est-transformation-digitale-parcours-co/,True,,False,url not starting with http,['https://www.grandest.fr/wp-content/uploads/2020/11/reglement-transformation-digitale-parcours-coll-vf.pdf'],True
Augmenter les surfaces de truffières,/aides/5484-aide-a-la-plantation-de-truffieres/,True,,False,url not starting with http,"['https://www.grandest.fr/wp-content/uploads/2020/08/dossier-demande-aide-plantation-truffe-cr-grand-est-2021.pdf', 'https://www.grandest.fr/wp-content/uploads/2020/08/dispositif-regional-plantation-truffieres-2021-2023.pdf']",True
Maintenir la compétitivité et diminuer la pénibilité du travail des pépiniéristes viticoles en aidant à la mécanisation des exploitations,/aides/78a2-mise-en-oeuvre-de-la-competitivite-de-la-fili/,True,,False,url not starting with http,['https://www.grandest.fr/wp-content/uploads/2020/08/a2-aide-pepinieristes.pdf'],True
Moderniser les outils de production dans l'aquaculture,/aides/29f6-aquaculture-aide-aux-investissements-de-moder/,True,,False,url not starting with http,[],False
Aider aux investissements et au maintenir la compétitivité des exploitations apicoles du Grand Est,/aides/1b3f-dispositif-regional-en-faveur-des-apiculteurs/,True,,False,url not starting with http,"['https://www.grandest.fr/wp-content/uploads/2020/04/formulaire-2-soutien-mise-en-marche.pdf', 'https://www.grandest.fr/wp-content/uploads/2020/04/aides-apiculteurs.pdf']",True
Préserver et restaurer les monuments aux morts non inscrits ou protégés,/aides/2bab-preservation-et-restauration-du-patrimoine-no/,True,,False,url not starting with http,[],False
